consumer_id,median_spend_to_income_ratio,median_credit_utilization_ratio,median_essential_spend_ratio,median_online_spend_ratio,log1p_mean_monthly_transaction_count,n_observed_months,latest_observed_month,months_health_under_40,stress_month_share,months_stressed_high_engagement,months_healthy_low_engagement,mean_financial_health_score,mean_engagement_score,latest_financial_health_score,latest_engagement_score,latest_age,latest_gender,latest_occupation,latest_province_city
KH00110045,0.6248,0.18605,0.39954052366349946,0.15999764160577934,5.214029550025447,12,2025-12-01,0,0.0,0,0,67.71666666666667,78.79166666666667,53.4,77.9,37,Nam,Quản trị viên,Vĩnh Long
KH00110050,0.56515,0.11385,0.48837290189869154,0.23648960360235505,4.132496328186477,12,2025-12-01,0,0.0,0,0,70.35833333333333,75.96666666666667,62.6,78.9,50,Nữ,Quản lý môi trường,Đồng Tháp
KH00110085,0.6627000000000001,0.16285,0.45167276296678155,0.181308770510298,4.81150661898592,12,2025-12-01,0,0.0,0,0,65.72500000000001,78.93333333333334,60.7,74.8,92,Nữ,Quản lý sản phẩm,Đà Nẵng
KH00110090,0.7526999999999999,0.1528,0.5445540562843123,0.1593241860326444,5.212668697014343,12,2025-12-01,0,0.0,0,0,63.5,78.925,48.7,78.6,47,Nữ,Chuyên viên khảo sát mỏ,Quảng Ngãi
KH00110125,0.6137,0.22815,0.49399706240048197,0.12048767487395351,5.213576138092946,12,2025-12-01,0,0.0,0,0,66.3,76.80833333333334,50.3,76.2,72,Nam,Đạo diễn sân khấu,Đồng Nai
KH00110130,0.55275,0.12535,0.5183696496015835,0.15465030203497687,4.812184355372417,12,2025-12-01,0,0.0,0,0,69.75,75.625,58.5,76.2,57,Nữ,Nhà khoa học thính học,Hưng Yên
KH00110165,0.66015,0.1513,0.5100851193827851,0.22025018313298306,5.213122520484805,12,2025-12-01,0,0.0,0,0,67.69166666666666,80.51666666666667,58.7,78.8,89,Nữ,Quản lý mỏ đá,Cần Thơ
KH00110170,0.79295,0.19345,0.4686475868390565,0.1948983584627697,5.217197690263049,12,2025-12-01,1,0.08333333333333333,1,0,57.39166666666667,80.14999999999999,36.3,84.6,34,Nữ,Trợ lý chính trị gia,Đà Nẵng
KH00110205,0.77545,0.15025,0.4120515056560204,0.2241340749752198,5.4961431098779565,12,2025-12-01,0,0.0,0,0,64.40833333333333,81.73333333333333,54.7,81.2,40,Nữ,Biên tập viên hiệu đính,Lai Châu
KH00110210,0.4149,0.1359,0.5526766557267316,0.14615859715053015,4.806749559386461,12,2025-12-01,0,0.0,0,0,72.14999999999999,76.03333333333333,51.2,87.8,53,Nữ,Kỹ sư khai thác mỏ,Hà Nội
KH00110245,0.5598,0.1488,0.1179207099015278,0.7341660603949135,2.5649493574615367,1,2025-03-01,0,0.0,0,0,68.9,53.1,68.9,53.1,24,Nam,Chuyên viên thông tin hướng nghiệp,Cần Thơ
KH00110250,0.6212500000000001,0.1308,0.530794417303941,0.19429607535604754,5.498874419189451,12,2025-12-01,0,0.0,0,0,68.47500000000001,80.46666666666667,59.0,81.8,55,Nam,Chuyên viên vẽ bản đồ,Hà Nội
KH00110285,0.6298,0.2142,0.11690885072655215,0.869526958867723,1.7047480922384253,2,2025-11-01,0,0.0,0,0,60.9,49.25,70.6,46.0,51,Nữ,Quản lý bán lẻ,Hải Phòng
KH00110290,0.5032,0.10189999999999999,0.4476796683762291,0.25636299014705366,5.211305989558407,12,2025-12-01,0,0.0,0,0,72.71666666666667,82.18333333333334,62.9,83.5,37,Nữ,Lập trình viên đa phương tiện,Ninh Bình
KH00110325,0.45635000000000003,0.17665,0.5602811986015828,0.20181169932605286,5.500577706945823,12,2025-12-01,0,0.0,0,0,70.39999999999999,79.8,58.5,81.0,75,Nam,Kỹ sư y sinh,Quảng Ninh
KH00110330,0.8379000000000001,0.1852,0.4586124988925785,0.20764426222591564,5.722222518283326,12,2025-12-01,0,0.0,0,0,61.09166666666667,81.39166666666667,51.1,83.0,45,Nam,Nhà thiết kế gốm sứ,Hưng Yên
KH00110365,0.66275,0.26395,0.5032893673494494,0.16163525306425255,5.212214667494625,12,2025-12-01,0,0.0,0,0,61.28333333333333,78.21666666666667,42.4,84.7,33,Nam,Cán bộ quản chế,Thành phố Hồ Chí Minh
KH00110370,0.5586500000000001,0.11535000000000001,0.37986205944819096,0.1982976799013664,4.137829674161839,12,2025-12-01,0,0.0,0,0,71.675,73.59166666666667,63.0,78.4,38,Nam,Kỹ sư dầu khí,Hà Nội
KH00110405,0.67775,0.14115,0.49423043977097547,0.13911470586948366,4.813538451720147,12,2025-12-01,0,0.0,0,0,64.36666666666666,77.11666666666666,54.9,74.6,32,Nữ,Chuyên viên trị liệu âm nhạc,Tây Ninh
KH00110410,0.79505,0.31665,0.5752266851616352,0.1397195498712417,4.135166556742356,12,2025-12-01,0,0.0,0,0,60.56666666666667,71.09166666666667,47.6,75.7,34,Nữ,Cán bộ giáo dục cộng đồng,Cần Thơ
KH00110445,0.6168,0.1632,0.46113592137964726,0.16466109926349987,4.133832333729219,12,2025-12-01,0,0.0,0,0,67.2,73.075,49.8,78.0,86,Nữ,Giáo viên tiểu học,Thanh Hóa
KH00110450,0.6817,0.1861,0.48299326920444546,0.18662908030943237,5.214482756468736,12,2025-12-01,0,0.0,0,0,63.90833333333333,78.36666666666666,52.0,80.1,75,Nữ,Chuyên viên lưu trữ,Thái Nguyên
KH00110485,0.8517,0.30725,0.43444448554467785,0.1992863579176291,4.1364990019761345,12,2025-12-01,3,0.25,2,0,42.31666666666666,73.96666666666667,9.2,81.5,66,Nữ,Người dẫn chương trình phát sóng,Lâm Đồng
KH00110490,0.4689,0.17375000000000002,0.5502278267396086,0.18909360940972159,5.214482756468736,12,2025-12-01,0,0.0,0,0,69.44166666666666,79.89999999999999,52.2,79.5,67,Nam,Thư ký luật sư tranh tụng,Sơn La
KH00110525,0.46425,0.09905,0.49864257450531513,0.20391462978665345,5.498533413218542,12,2025-12-01,0,0.0,0,0,72.01666666666667,80.65833333333333,59.7,79.0,71,Nữ,Kỹ sư sản xuất,Ninh Bình
KH00110530,0.46505,0.14140000000000003,0.5003134342295329,0.1858828476701871,4.814214812922799,12,2025-12-01,0,0.0,0,0,71.64166666666667,77.78333333333333,71.3,75.0,48,Nữ,Nhà khoa học thính học,Cà Mau
KH00110565,0.62965,0.1379,0.4945606949231338,0.251308599850393,4.1364990019761345,12,2025-12-01,0,0.0,0,0,67.225,75.65833333333333,55.4,81.9,59,Nam,Quản lý sản xuất,An Giang
KH00110570,0.6822,0.2054,0.4982318532159241,0.2027867857945247,5.496826636903886,12,2025-12-01,0,0.0,0,0,63.425000000000004,80.22500000000001,53.5,85.5,76,Nam,Chuyên viên an toàn lao động,Thành phố Hồ Chí Minh
KH00110605,0.82845,0.21205000000000002,0.38585022577638095,0.18553113402985966,5.499215308914927,12,2025-12-01,0,0.0,0,0,63.55833333333334,79.50833333333334,55.6,80.4,31,Nam,Nhân viên giao dịch,Hưng Yên
KH00110610,0.6578999999999999,0.13435,0.4903342700149801,0.2314516052185741,5.4975096970397335,12,2025-12-01,0,0.0,0,0,66.575,81.23333333333333,54.8,85.3,43,Nam,Nhân viên cứu trợ,Thành phố Hồ Chí Minh
KH00110645,0.39625,0.11305,0.520998675744713,0.2197292815163116,5.4995560824741965,12,2025-12-01,0,0.0,0,0,73.875,81.27499999999999,66.7,81.4,37,Nữ,Nhà khoa học nghiên cứu khoa học sự sống,Thành phố Hồ Chí Minh
KH00110650,0.5102,0.1057,0.060418408656274,0.7330844185411165,2.1972245773362196,1,2025-02-01,0,0.0,0,0,71.4,54.5,71.4,54.5,54,Nam,Bác sĩ thú y,Thanh Hóa
KH00110685,0.4152,0.08465,0.5731050496862644,0.13988964719920086,4.1364990019761345,12,2025-12-01,0,0.0,0,0,74.23333333333333,72.0,49.4,86.6,41,Nữ,Luật sư tranh tụng,Thành phố Hồ Chí Minh
KH00110690,0.5098,0.09745000000000001,0.5318376717088236,0.12434303222483531,4.137829674161839,12,2025-12-01,0,0.0,0,0,71.60833333333333,70.85000000000001,69.6,75.4,25,Nữ,Nhà khoa học dữ liệu,Hà Nội
KH00110725,0.551,0.1825,0.5657897727117147,0.17702114864454194,5.498533413218542,12,2025-12-01,0,0.0,0,0,68.93333333333334,79.39999999999999,57.6,81.5,47,Nam,Nhà khoa học biển,Bắc Ninh
KH00110730,0.6708,0.2073,0.1383376689150302,0.531532724049817,2.3978952727983707,1,2025-08-01,0,0.0,0,0,63.6,53.9,63.6,53.9,59,Nữ,Cán bộ thử nghiệm hiện trường,Quảng Ngãi
KH00110765,0.7479,0.1474,0.113565068967108,0.7168696467838416,2.772588722239781,1,2025-08-01,0,0.0,0,0,61.3,58.4,61.3,58.4,22,Nam,Cảnh sát,Lạng Sơn
KH00110770,0.8251,0.1803,0.5460994137083728,0.2096144316488316,5.210396485175567,12,2025-12-01,0,0.0,0,0,63.56666666666666,79.15833333333333,56.0,80.7,58,Nữ,Quản trị viên cơ sở dữ liệu,Lạng Sơn
KH00110805,0.6173,0.2006,0.5167662163852553,0.15241595876644395,5.498874419189451,12,2025-12-01,0,0.0,0,0,66.05833333333334,77.54166666666667,50.7,77.3,48,Nữ,Giáo viên giáo dục đặc biệt,Tây Ninh
KH00110810,0.6772,0.13390000000000002,0.5006906081258535,0.23756713352904918,5.721131112990814,12,2025-12-01,0,0.0,0,0,63.30833333333333,82.22500000000001,56.6,78.9,27,Nam,Chuyên viên mua quảng cáo,An Giang
KH00110845,0.785,0.14689999999999998,0.4740354999592779,0.13784037731496704,4.133832333729219,12,2025-12-01,0,0.0,0,0,65.09166666666667,71.27499999999999,52.4,77.0,86,Nữ,Cán bộ triển lãm bảo tàng,Khánh Hòa
KH00110850,0.77805,0.1532,0.47389823968641276,0.190976125767025,5.499896739946406,12,2025-12-01,0,0.0,0,0,62.175000000000004,80.18333333333334,50.3,82.7,42,Nam,Chuyên viên truyền thông sức khỏe,Cần Thơ
KH00110885,0.5792,0.18585000000000002,0.4303259952808251,0.28905192799106694,5.212214667494625,12,2025-12-01,0,0.0,0,0,68.925,83.375,60.5,84.9,39,Nữ,Chuyên viên làm vườn thương mại,An Giang
KH00110890,0.481,0.09765,0.49013498163460667,0.13909207377506605,4.132496328186477,12,2025-12-01,0,0.0,0,0,69.14166666666667,73.53333333333333,51.5,77.8,38,Nữ,Nhà khoa học thính học,Lào Cai
KH00110925,0.8538,0.2286,0.135831052014079,0.8807587016034415,2.4849066497880004,1,2025-03-01,0,0.0,0,0,52.6,55.1,52.6,55.1,93,Nam,Giáo viên tiếng anh,Hà Tĩnh
KH00110930,0.636,0.14945,0.5132001992763957,0.2590480502532865,5.722767774567282,12,2025-12-01,0,0.0,0,0,64.40833333333333,82.30833333333334,51.8,85.6,32,Nữ,Chuyên viên trắc địa,Thanh Hóa
KH00110965,0.56045,0.14305,0.5112317412996928,0.16799216159558444,5.213122520484805,12,2025-12-01,0,0.0,0,0,68.50833333333334,78.14999999999999,52.6,82.5,54,Nữ,Kỹ thuật viên sản xuất bia,Hà Nội
KH00110970,0.5592,0.17585,0.4002195392559127,0.22808807127631975,4.132496328186477,12,2025-12-01,1,0.08333333333333333,1,0,64.95833333333333,75.35000000000001,48.0,83.5,22,Nam,Nhà tâm lý học giáo dục,Thành phố Hồ Chí Minh
KH00111005,0.5717000000000001,0.13090000000000002,0.4936612601407465,0.2161837403369643,5.214482756468736,12,2025-12-01,0,0.0,0,0,70.3,80.675,57.7,79.1,28,Nữ,Quản lý nông trại,Nghệ An
KH00111010,0.58225,0.13995000000000002,0.4852585921430464,0.19100687419566537,4.816241156068032,12,2025-12-01,0,0.0,0,0,68.75,77.77499999999999,58.3,74.3,57,Nam,Kỹ sư cơ điện công trình,Huế
KH00111045,0.7394499999999999,0.2474,0.6133586035119334,0.15287151386454134,4.1298189504157605,12,2025-12-01,0,0.0,0,0,65.24166666666666,71.85000000000001,58.3,75.1,91,Nữ,Chuyên viên sinh lý vận động,Thái Nguyên
KH00111050,0.75085,0.19415,0.5421857171899362,0.18996823596842338,5.501258210544727,12,2025-12-01,0,0.0,0,0,64.10833333333333,80.58333333333333,53.3,79.8,49,Nữ,Nhà địa chất công trình,Quảng Ninh
KH00111085,0.5112,0.1012,0.2225098787300722,0.6712204600792668,2.639057329615259,1,2025-02-01,0,0.0,0,0,73.2,50.5,73.2,50.5,24,Nữ,Cán bộ quản lý thị trường,Vĩnh Long
KH00111090,0.4737,0.10114999999999999,0.41699117947966213,0.16973814024264616,4.816241156068032,12,2025-12-01,0,0.0,0,0,73.49166666666666,77.825,65.7,80.1,38,Nam,Nhà khoa học thính học,Hà Nội
KH00111125,0.57635,0.11674999999999999,0.5149700323016843,0.16251082255492938,4.1364990019761345,12,2025-12-01,0,0.0,0,0,66.95,72.36666666666666,53.4,75.5,49,Nữ,Quản lý nhà hàng thức ăn nhanh,Phú Thọ
KH00111130,0.6737,0.18364999999999998,0.5318776859753027,0.197393173479741,5.216745712854225,12,2025-12-01,0,0.0,0,0,66.64166666666667,79.25833333333334,50.4,78.1,55,Nữ,Chuyên viên phân tích hệ thống,Hải Phòng
KH00111165,0.62935,0.1864,0.5183364964295052,0.19100566671272007,5.216745712854225,12,2025-12-01,0,0.0,0,0,65.10000000000001,79.19166666666666,49.7,80.2,60,Nam,Chuyên viên tư vấn nông nghiệp,Đà Nẵng
KH00111170,0.72895,0.2272,0.4914120605463932,0.12059620914217045,4.814890716970161,12,2025-12-01,0,0.0,0,0,62.63333333333333,74.83333333333333,47.9,77.4,54,Nữ,Nhà địa chất hiện trường,Lâm Đồng
KH00111205,0.74815,0.23745,0.3730850915302368,0.1826248681268468,5.501258210544727,12,2025-12-01,0,0.0,0,0,64.25833333333334,79.14999999999999,54.3,80.1,46,Nam,Nhà thiết kế triển lãm,Đà Nẵng
KH00111210,0.5743,0.1265,0.2562704926591901,0.7456195309399996,2.0794415416798357,1,2025-04-01,0,0.0,0,0,70.0,47.8,70.0,47.8,56,Nữ,Quản lý kho,Hà Nội
KH00111245,0.7037,0.15375,0.5180712496302904,0.1386280736032546,4.81150661898592,12,2025-12-01,0,0.0,0,0,66.00833333333334,76.76666666666667,57.7,75.6,54,Nam,Chuyên viên vật lý trị liệu,Phú Thọ
KH00111250,0.7428,0.22275,0.5102084269809551,0.19927210873754944,4.1244425933793805,12,2025-12-01,0,0.0,0,0,65.175,74.93333333333334,41.5,76.7,35,Nữ,Cán bộ thử nghiệm hiện trường,Cần Thơ
KH00111285,0.6728000000000001,0.18314999999999998,0.47281939375033805,0.1852092665823537,4.133832333729219,12,2025-12-01,1,0.08333333333333333,1,0,64.35833333333333,75.53333333333335,57.1,76.4,25,Nam,Chuyên viên hoạch định quảng cáo,Thành phố Hồ Chí Minh
KH00111290,0.36060000000000003,0.097,0.4983559988184969,0.1879067525391345,5.212668697014343,12,2025-12-01,0,0.0,0,0,75.60833333333333,80.46666666666667,70.7,79.5,30,Nam,Bác sĩ phẫu thuật,Thành phố Hồ Chí Minh
KH00111325,0.4372,0.09495,0.5814491187697958,0.21426315439007715,4.813538451720147,12,2025-12-01,0,0.0,0,0,73.84166666666667,80.52499999999999,71.5,77.2,29,Nam,Nhà khoa học y sinh,Thành phố Hồ Chí Minh
KH00111330,0.7142999999999999,0.1499,0.444676927188437,0.1955537466668617,5.213122520484805,12,2025-12-01,0,0.0,0,0,63.775,78.50833333333334,57.5,79.5,84,Nam,Giáo viên trung học,Thành phố Hồ Chí Minh
KH00111365,0.66425,0.15095,0.22414783808513533,0.649671160075302,1.7047480922384253,2,2025-05-01,0,0.0,0,0,67.25,47.5,57.7,43.0,64,Nam,Nhà báo phát thanh truyền hình,Hà Nội
KH00111370,0.7752,0.22825,0.39498298706357915,0.1934415939640336,4.132496328186477,12,2025-12-01,0,0.0,0,0,64.79166666666667,74.20833333333333,56.9,82.7,29,Nam,Chuyên viên pháp lý nhà đất,Ninh Bình
KH00111405,0.68475,0.158,0.4571485504711702,0.1762097287069376,5.211760431738461,12,2025-12-01,0,0.0,0,0,66.14166666666667,79.38333333333334,56.1,78.4,81,Nữ,Quản lý trường quay,Gia Lai
KH00111410,0.6559999999999999,0.24480000000000002,0.5610956525872506,0.1929119478590654,4.81014976667463,12,2025-12-01,0,0.0,0,0,63.875,77.60000000000001,53.6,80.5,64,Nam,Nhà sản xuất phát thanh,Ninh Bình
KH00111445,0.66905,0.18405,0.5134211516292497,0.1761574372848423,4.809470649500821,12,2025-12-01,0,0.0,0,0,64.89166666666667,77.425,54.2,77.9,68,Nam,Nhà thiết kế nội thất,Cần Thơ
KH00111450,0.4902,0.1346,0.1395951417004048,0.6032729597272534,2.3978952727983707,1,2025-01-01,0,0.0,0,0,70.6,55.4,70.6,55.4,20,Nam,Kỹ sư cơ điện công trình,Đà Nẵng
KH00111485,0.6409,0.15985,0.5199445426833209,0.1936800577244018,4.814214812922799,12,2025-12-01,0,0.0,0,0,66.77499999999999,77.74166666666666,58.5,76.1,52,Nữ,Cán bộ quản chế,Thành phố Hồ Chí Minh
KH00111490,0.4536,0.13545000000000001,0.4871148477713685,0.17408498253970556,4.139158578011894,12,2025-12-01,0,0.0,0,0,71.48333333333333,73.16666666666667,71.8,76.7,75,Nam,Kỹ sư mạng,Cần Thơ
KH00111525,0.87775,0.1759,0.2543939131151609,0.2599043337735545,5.216293531069446,12,2025-12-01,0,0.0,0,0,62.258333333333326,82.59166666666667,54.9,84.3,23,Nữ,Cán bộ bảo tồn công trình di tích,Đà Nẵng
KH00111530,0.78865,0.27115,0.5562645648092461,0.1764364120531568,5.497851052223113,12,2025-12-01,0,0.0,0,0,61.35,79.03333333333333,50.7,78.6,66,Nữ,Nhà vật lý y khoa,Đồng Tháp
KH00111565,0.7727999999999999,0.17345,0.529288461642075,0.15286420389796934,4.816241156068032,12,2025-12-01,0,0.0,0,0,63.25,77.81666666666666,54.5,81.6,64,Nam,Nhà sản xuất truyền hình,Lâm Đồng
KH00111570,0.7121,0.16444999999999999,0.5291008333215617,0.16098596890008365,5.213576138092946,12,2025-12-01,0,0.0,0,0,66.16666666666667,77.95833333333333,57.0,78.5,65,Nữ,Họa sĩ minh họa,Cần Thơ
KH00111605,0.7602,0.1518,0.5186016709539227,0.1672645263042593,4.812861632743379,12,2025-12-01,0,0.0,0,0,64.53333333333333,77.08333333333333,49.1,84.3,33,Nữ,Chuyên viên vật lý trị liệu,Ninh Bình
KH00111610,0.7197,0.20085,0.5507131909070454,0.18953222190514285,5.211760431738461,12,2025-12-01,0,0.0,0,0,62.49166666666667,78.85000000000001,42.6,82.4,47,Nam,Chuyên viên trị liệu nghệ thuật,Đà Nẵng
KH00111645,0.72255,0.22915000000000002,0.24400377643228235,0.3035778296120435,5.214935757608986,12,2025-12-01,0,0.0,0,0,63.50833333333333,83.825,53.0,82.1,25,Nam,Chuyên viên trị liệu bằng làm vườn,Gia Lai
KH00111650,0.5004000000000001,0.1355,0.5472409576216407,0.18448747707226695,5.214935757608986,12,2025-12-01,0,0.0,0,0,68.575,78.99166666666666,58.8,79.2,34,Nữ,Nhà khoa học y sinh,Tuyên Quang
KH00111685,0.82405,0.15335,0.5772710128676473,0.1752613500704186,5.501258210544727,12,2025-12-01,0,0.0,0,0,64.33333333333333,79.60000000000001,57.5,78.6,80,Nữ,Cán bộ bình đẳng và đa dạng,Thanh Hóa
KH00111690,0.6142,0.2125,0.0029022956222147,0.7540257648953301,1.9459101490553132,1,2025-10-01,0,0.0,0,0,64.4,50.9,64.4,50.9,22,Nữ,Chuyên viên dự toán xây dựng,Đồng Tháp
KH00111725,0.7,0.24845,0.3859873026121627,0.173413181548964,5.502278098445473,12,2025-12-01,0,0.0,0,0,64.10833333333333,79.00833333333334,52.3,79.1,42,Nam,Thư ký hành chính,Thành phố Hồ Chí Minh
KH00111730,0.45299999999999996,0.09709999999999999,0.5118285578086147,0.15893971008266672,5.214482756468736,12,2025-12-01,0,0.0,0,0,71.77499999999999,77.49166666666666,54.0,77.8,56,Nam,Dược sĩ cộng đồng,Quảng Ninh
KH00111765,0.844,0.2815,0.521133522709788,0.2416028490355548,5.721404076006021,12,2025-12-01,0,0.0,0,0,57.975,83.10833333333333,44.6,82.3,25,Nam,Thanh tra công trình di tích,Ninh Bình
KH00111770,0.7215,0.1535,0.44428709496938357,0.16449400052904128,4.812184355372417,12,2025-12-01,0,0.0,0,0,66.43333333333334,78.91666666666667,56.6,79.2,61,Nữ,Nhân viên phát triển cộng đồng,Bắc Ninh
KH00111805,0.69275,0.1395,0.4259670155563484,0.13812966467623894,4.812861632743379,12,2025-12-01,0,0.0,0,0,66.91666666666667,77.05833333333334,57.4,75.8,60,Nữ,Chuyên viên vệ sinh lao động,Hà Nội
KH00111810,0.5943,0.15510000000000002,0.34447439212686964,0.19177481182444966,4.132496328186477,12,2025-12-01,0,0.0,0,0,70.02499999999999,72.99166666666666,64.3,77.2,39,Nam,Quản lý nông trại,Đồng Tháp
KH00111845,0.8413999999999999,0.2167,0.5797149579412506,0.2329924384307976,4.81014976667463,12,2025-12-01,0,0.0,0,0,59.1,79.34166666666667,44.0,86.9,51,Nam,Nhân viên nghệ thuật cộng đồng,Hà Tĩnh
KH00111850,0.87995,0.17975,0.5054809969745903,0.21042028730662643,4.814214812922799,12,2025-12-01,3,0.25,3,0,56.708333333333336,80.65833333333333,37.6,80.4,43,Nam,Thư ký công ty,Hưng Yên
KH00111885,0.5727,0.1482,0.1638892914070424,0.5805401669769152,2.302585092994046,1,2025-05-01,0,0.0,0,0,66.4,46.7,66.4,46.7,58,Nam,Chuyên viên viết nội dung quảng cáo,Lâm Đồng
KH00111890,0.32505,0.08255,0.5517545256872032,0.19342201343755056,5.498192290922892,12,2025-12-01,0,0.0,0,0,76.35833333333333,79.88333333333334,63.5,80.8,60,Nữ,Giám đốc tài chính,Hà Nội
KH00111925,0.5590999999999999,0.1881,0.4443759152078044,0.2634857214340332,5.214482756468736,12,2025-12-01,0,0.0,0,0,69.64166666666667,82.94166666666666,60.8,80.4,39,Nữ,Quản lý hậu cần và phân phối,Hải Phòng
KH00111930,0.8391,0.18830000000000002,0.48912385230292565,0.2229211039270036,5.500918016630917,12,2025-12-01,0,0.0,0,0,60.208333333333336,81.575,48.5,82.3,53,Nam,Cán bộ giáo dục bảo tàng,Thành phố Hồ Chí Minh
KH00111965,0.4756,0.13275,0.4479981054215155,0.13026484047452644,4.139158578011894,12,2025-12-01,1,0.08333333333333333,1,0,66.59166666666667,72.55,57.2,72.9,22,Nữ,Kỹ sư đóng tàu,Thành phố Hồ Chí Minh
KH00111970,0.41910000000000003,0.1132,0.46020082202953394,0.16671934854035475,5.212214667494625,12,2025-12-01,0,0.0,0,0,71.54166666666667,79.03333333333333,64.7,78.4,26,Nam,Giảng viên giáo dục thường xuyên,An Giang
KH00112005,0.4446,0.1027,0.4223978377179831,0.17045977805361912,5.216293531069446,12,2025-12-01,0,0.0,0,0,75.22500000000001,78.58333333333333,69.1,79.6,44,Nam,Kỹ sư viễn thông,Đắk Lắk
KH00112010,0.5385,0.12355000000000001,0.44409035594825197,0.19753465439676365,4.133832333729219,12,2025-12-01,0,0.0,0,0,70.675,74.64166666666667,58.1,80.0,41,Nam,Quản lý hệ thống thông tin,Huế
KH00112045,0.6608,0.264,0.070246379537333,0.7004795937558774,2.0794415416798357,1,2025-07-01,0,0.0,0,0,60.3,57.1,60.3,57.1,88,Nam,Sĩ quan huấn luyện quân đội,Thành phố Hồ Chí Minh
KH00112050,0.73525,0.22705,0.500038474180557,0.1936839477497083,5.216293531069446,12,2025-12-01,0,0.0,0,0,61.98333333333333,78.825,57.8,76.9,51,Nam,Nhà thiết kế triển lãm,Vĩnh Long
KH00112085,0.5722499999999999,0.1157,0.5521886081251914,0.1921459608318672,4.814214812922799,12,2025-12-01,0,0.0,0,0,68.925,78.075,57.1,83.0,48,Nữ,Cán bộ quản lý thể thao,Thành phố Hồ Chí Minh
KH00112090,0.7172000000000001,0.13995,0.46093249080269694,0.2300879792410065,5.903998521326706,12,2025-12-01,0,0.0,0,0,63.300000000000004,81.91666666666667,53.3,78.0,23,Nam,Nhà miễn dịch học,An Giang
KH00112125,0.65525,0.2539,0.38925858478810726,0.19066648036109696,4.815566164479798,12,2025-12-01,0,0.0,0,0,65.55833333333334,77.98333333333333,53.2,80.3,44,Nam,Chuyên viên trị liệu bằng làm vườn,Đồng Nai
KH00112130,0.79145,0.23879999999999998,0.6693049332210599,0.15992188798843066,4.132496328186477,12,2025-12-01,1,0.08333333333333333,1,0,64.64166666666667,72.28333333333333,55.6,75.0,48,Nữ,Nhà sản xuất truyền hình,Cần Thơ
KH00112165,0.7692,0.1978,0.5125138049408579,0.1789781284232915,5.499896739946406,12,2025-12-01,0,0.0,0,0,61.71666666666667,80.68333333333334,51.5,86.8,38,Nam,Nhà địa chất hiện trường,Lai Châu
KH00112170,0.44225000000000003,0.1047,0.4469294686598456,0.14900943171540715,5.213576138092946,12,2025-12-01,0,0.0,0,0,68.21666666666667,78.04166666666667,45.6,78.9,21,Nam,Bác sĩ phẫu thuật,Thành phố Hồ Chí Minh
KH00112205,0.91925,0.32384999999999997,0.506127779478936,0.23727117837685024,5.213576138092946,12,2025-12-01,2,0.16666666666666666,1,0,50.824999999999996,82.41666666666667,27.8,79.8,46,Nam,Nhân viên pha chế cà phê,Nghệ An
KH00112210,0.663,0.16205,0.5601261816146981,0.17896886075587803,4.814214812922799,12,2025-12-01,0,0.0,0,0,66.21666666666667,80.35833333333333,56.5,75.9,33,Nam,Thủ thư học thuật,Khánh Hòa
KH00112245,0.4354,0.13974999999999999,0.5176940811840952,0.17314123284427768,5.211760431738461,12,2025-12-01,0,0.0,0,0,71.95833333333333,79.00833333333334,55.9,75.8,71,Nữ,Kỹ sư đóng tàu,Thành phố Hồ Chí Minh
KH00112250,0.55465,0.1286,0.524025602258835,0.17915383140768354,4.813538451720147,12,2025-12-01,0,0.0,0,0,68.80833333333334,77.71666666666667,59.0,77.2,54,Nam,Chuyên viên viết nội dung quảng cáo,An Giang
KH00112285,0.72115,0.24365,0.3873949179062418,0.16274376588588566,4.814214812922799,12,2025-12-01,0,0.0,0,0,64.79166666666667,76.69166666666666,51.9,77.5,38,Nam,Nhà môi giới hàng không,An Giang
KH00112290,0.54375,0.20345000000000002,0.506480103479086,0.14439182062157646,4.133832333729219,12,2025-12-01,0,0.0,0,0,66.45,74.0,43.6,88.2,60,Nam,Quản lý dịch vụ ăn uống,Hải Phòng
KH00112325,0.5666,0.1977,0.494284303849822,0.1519994473795834,5.5019382513733825,12,2025-12-01,0,0.0,0,0,66.72500000000001,79.43333333333334,55.0,78.3,40,Nữ,Điều dưỡng nhi khoa,Thành phố Hồ Chí Minh
KH00112330,0.571,0.13125,0.4857937976531689,0.18186865948108025,4.809470649500821,12,2025-12-01,0,0.0,0,0,69.04166666666667,77.94166666666666,61.1,77.6,51,Nam,Chuyên viên trị liệu nghề nghiệp,Thành phố Hồ Chí Minh
KH00112365,0.43045,0.1356,0.49050443751250133,0.1423962046876277,4.1298189504157605,12,2025-12-01,0,0.0,0,0,70.10833333333333,71.375,48.3,86.9,71,Nam,Bác sĩ tâm thần,Ninh Bình
KH00112370,0.4796,0.0999,0.0770536505218566,0.9240647903913058,2.4849066497880004,1,2025-09-01,0,0.0,0,0,73.8,46.9,73.8,46.9,20,Nữ,Chuyên viên ngân hàng đầu tư vận hành,Sơn La
KH00112405,0.5448,0.1306,0.5731945902376508,0.15673542444082705,5.206750173022546,12,2025-12-01,0,0.0,0,0,70.93333333333334,76.86666666666666,53.3,82.6,63,Nam,Chuyên viên tư vấn nông nghiệp,Hà Nội
